Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
1158	f355b45225559943	d5264266e24d1db0	Should we allow animal testing for medical purposes?	pro	Irrelevant Authority	-	1	My neighbor agrees with me in saying all wild animals should be put away.
1159	de86a0a1cbac15e3	3f4339e14df7d077	Should Germany deport criminal refugees?	pro	Hasty Generalization	Hasty Generalization	8	I dont care. Since the attacks from cologne i know how what refugees are: Criminals. And criminals dont belong here. Send them all back!
1160	772574a0b6a99912	10b00c895c4783fc	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	contra	Red Herring	-	1	I don't believe you.
1161	a033b94a04ca82de	d87e1db64a396e0e	Should we all home school our kids?	pro	No Fallacy	No Fallacy	7	In modern jobs, homeoffice is already the standard, because the workers are more productive at home. Why shouldnt this be better for kids as well?
1162	60364f43647a935c	b1c61b3ffc30b590	Should non-European immigrans in Europe be accepted?	contra	Appeal to Emotion	Red Herring	3	I MEANT TO SAY I WAS FOR THIS ONE.
1163	73ddeadaa78d9d15	1c6c9e5e492c3075	Is there a good reason for the American war on terror?	contra	Red Herring	Red Herring	4	American should not go to war.  There are a lot of things at home we need to do like fix roads and teach our children.
1164	b838e4ffe9616929	08584a18308caa3b	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	No Fallacy	-	2	Neuer is the best goalkeeper of the World Cup by far as he let very few balls slip by.
1165	f994157862960ea6	3dcccd9d8b1fd14e	Is the legality of abortion desirable?	contra	Red Herring	-	1	How do you know that women wants this kind of freedom?
1166	2322426a6d77e703	3f4339e14df7d077	Is veganism the best for our bodies?	contra	Irrelevant Authority	Irrelevant Authority	10	My mama is butcher and she says that meat is important for the body.
1167	b2fc6ce32f6c2757	108fa75ebc1161e5	Should jobs be subcontracted into developing countries?	pro	No Fallacy	No Fallacy	7	They should
1168	8e8dd1497957d03c	524fbd6969e097de	Is Apple's Swift the new star?	pro	Appeal to Emotion	-	2	new special features
1169	241b2889f818e2df	cc1eee636691c425	Is drug testing athletes justified?	pro	Red Herring	Red Herring	4	All these cyclists are doping. Do you really think someone could legally perform like these bikers do?
1170	e68b4b2a90895e2b	58acb7acccce58ff	Is nuclear power a reasonable energy source?	contra	No Fallacy	-	0	Nuclear energy is not a reasonable source of energy.
1171	7cb8d1b0a2cd280a	e1b668a185ec4569	Is global warming really an issue?	contra	No Fallacy	-	0	Global warming is a hoax created in the Disney studios to undermine the world economy..
1172	e4d5991dcff77e75	b1c61b3ffc30b590	Is democracy the best system available?	contra	Hasty Generalization	Hasty Generalization	3	I THINK THAT A GOD RULED SOCIETY IS THE BEST SYSTEM.
1173	0cee50106bf132e8	4991124a65f43eb5	Should we all home school our kids?	contra	No Fallacy	-	1	Kids need to go to a proper school and home schooling harms them.
1174	201f4d3a77372d55	a4e787beb318beb2	Has television destroyed the communication among friends and family?	contra	Irrelevant Authority	-	1	Your children dont talk to you because you suck.
1175	5b2a02bb49c4d419	ae04dcc7b72e1bc9	Should the price for milk be increased?	contra	No Fallacy	-	0	Decreasing the price will increase the demand
1176	412d7f7cf10c7f52	b81e59ef2d72664d		pro	No Fallacy	-	0	They must be blamed.
1177	73157555a5dd5500	38add71365c0529c	Is drug testing athletes justified?	pro	No Fallacy	-	0	Athletes definitely should be drug tested!
1178	864173f69fb43885	cc1eee636691c425	Should smoking at home be illegal?	contra	No Fallacy	No Fallacy	7	Of course not. Home is the owners place.
If you start regulating private things, like smoking at home, you massively decrease the individuals freedom. That is a bad thing in my opinion, even if you might save some childrens lungs.
1179	4b38ba6974a6e5a4	0de70df98fd0aca5	The greek exit from the EU is a necessary step.	contra	No Fallacy	No Fallacy	3	The EU would be better adapting so that Greece is able to function well while staying i the country.
1180	651e5dcf7d2ab455	940b622f2bd8bae4	Has anyone been on the moon?	contra	Red Herring	-	0	No, because the liberal media often lies to influence the election process.
1181	1da3ec61997308e9	a86ff222c23bcd34	Do social networking sites have a positive impact on society?	pro	Red Herring	-	1	Social Networking proived useful and detailed information.It can reach all people
1182	1d6351d9b9c5e4ae	3f4339e14df7d077	Is Apple's Swift the new star?	contra	Red Herring	-	1	Apple has brought out so much bullshit. The iphone is just a usual smartphone, only more expensive. Put the name apple on it and it sells four times better.
1183	ed0f7f58d17023e3	ff16d5d8026ce483	Should musicians be payed for streaming music? (by Apple)	pro	Ad Hominem	-	1	of course who wants to work for free unless you volunterr.
1184	749ae73b44be1458	70b71e41cbf31e2a	Should the price for milk be increased?	contra	No Fallacy	-	0	no
1185	42d5fe445ca9f740	d5264266e24d1db0	Did Titanic really deserve 11 oscars at once?	contra	No Fallacy	-	1	On what basis? The film wasn't creative. I can easily make a film about Sandy Hook and get all the credit for the story. It was a copy and paste of a story already written in the history books.
1186	113ab6bd2380b36c	509ff77015ce8e2c	The greek exit from the EU is a necessary step.	contra	No Fallacy	No Fallacy	3	But every country that agreed to be in the EU agreed to an obligation to support other EU countries.
1187	74cd1c453abf2ca2	cc1eee636691c425	Heavy Metal is the best music ever!	contra	Red Herring	-	1	How can something ever be the best. Think about pizzas: Which pizza do you like best?
1188	c427eb4b39850ff3	69bfeee7dfa9534b	Should cellphones be used during class?	pro	Red Herring	Red Herring	9	Cellphones are great, they improved so much over the last 2 years, it is incredible.
1189	472056578899fbd7	5a95f2363e6767a8	Should the title of a univsersity-doctor be shown on the identification-card?	pro	No Fallacy	No Fallacy	6	Yes. The title of a Dr. is as important as the familyname.
1190	f24a60514123bb6e	45cef8470b158757	Should marijuana be legalized for individual use due to health condition?	pro	No Fallacy	-	2	If marijuana is provided by the pharmacies or health centers to the individuals with prescriptions for health purposes in a controlled way, that should be allowed.
1191	e89dd47bd4f8b0d5	746e8956e70d2e67	Should driving under the influence of alcohol be forbidden?	pro	Hasty Generalization	-	1	I agree!  It would cause alot of problems.
1192	c279e26a9c645f89	29ec0e8906705e1d	Are Quentin Tarantinos movies too violent?	contra	No Fallacy	-	0	Everyone can choose what movies to watch, and we should respect everyone's preferences.
1193	a3055663e094ecc6	3f4339e14df7d077	Is drug testing athletes justified?	contra	Irrelevant Authority	Irrelevant Authority	7	It is not justified to test athletes for drugs. My soccer coach said: winning is everything.
1194	04f1ad6e162d958e	5c858dff57ca2df5	Is it reasonable to be in talks with Baschar al-Assad?	contra	Irrelevant Authority	-	2	The average American would like to see al-Assad gone. Its unreasonable.
1195	08e8b438a12cde17	d87e1db64a396e0e	Do celebrities get away with more crime than non-celebreties?	pro	Appeal to Emotion	Appeal to Emotion	20	Yes, and the normal citizen has to work and live by the law while these rich VIPs do what they want. Its so unfair and sad.
1196	8425df673ba33a35	5d4ce685cec98ae6	The greek exit from the EU is a necessary step.	pro	Appeal to Emotion	-	1	Indian mobile is the beat
1197	c095b6fc0b94b531	d8be90dc089116e0	Is it reasonable to be in talks with Baschar al-Assad?	pro	Hasty Generalization	-	1	We need to talk to everyone.
1198	b4c69d0c34af6fba	5a95f2363e6767a8	Is Microsoft the new Apple?	contra	Irrelevant Authority	Irrelevant Authority	6	My apple-seller says that nobody is as good as apple.
1199	c8a7c7cf81ca5197	1c6c9e5e492c3075	Do school uniforms make school a more effective place to learn?	contra	Irrelevant Authority	-	1	I've talked to a lot of children and they say it is harder to learn when they don't feel that they have a voice.
1200	b54a3a3fbc533495	cc1eee636691c425	Should musicians be payed for streaming music? (by Apple)	pro	No Fallacy	-	1	Making money out of someone's else art product is stealing. Apple should simply avoid that and pay the royalties.
1201	903b0503998b9f8f	5a95f2363e6767a8	Is democracy the best system available?	contra	Irrelevant Authority	Irrelevant Authority	6	My boss says, if we had democracy in our office,  we would be bankrupt by now.
1202	90044422e80b029d	94e53ef4660673f7	Do celebrities get away with more crime than non-celebrities?	pro	Appeal to Emotion	-	1	yes because they have influence
1203	eda119f3f2fe46ab	4991124a65f43eb5	Do we need a global environment task force?	contra	No Fallacy	No Fallacy	7	There is no need for it.
1204	0efb003b6b740076	3f4339e14df7d077	Should gorillas be held in zoos	contra	Appeal to Emotion	Appeal to Emotion	12	No, these awkward little humans will cry behind grids.
1205	fb8b0d4676382dfc	d038663d70f77d9b	Should the title of a univsersity-doctor be shown on the identification-card?	pro	Ad Hominem	-	2	And if those people jump of the bridge? You would jump, right?
1206	24ed2dee47f95f14	cc1eee636691c425	Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	pro	Appeal to Emotion	Appeal to Emotion	6	Yes, look at his hair and his figure. He is so pretty and charming
1207	53bfae7fded67920	12e0b91a8ac131ea	Did media ignore crimes from refugees?	pro	Irrelevant Authority	-	2	Yes, media only cars about what makes them money. Do you show the rape and murders that refugees have caused?
1208	c277d2b60cbf9200	3dcccd9d8b1fd14e	Should non-European immigrans in Europe be accepted?	pro	Appeal to Emotion	-	0	All people should have a save home.
1209	e3e2f5d4418645ed	1ccbbde6ecf8eb57	Did media ignore crimes from refugees?	contra	Red Herring	No Fallacy	8	sometimes but mostly they do not. There is always a media source covering now.
1210	4487f5099bc2ec30	cc1eee636691c425	Should the price for milk be increased?	pro	Red Herring	-	2	Cows should live in freedom.
1211	f9b61914aa325e93	ff16d5d8026ce483	Is tupac the most influential rapper in history?	contra	Ad Hominem	-	1	No he is just another storyteller who lost his life because of stupidity.
1212	a75a53a117f0a505	3f4339e14df7d077	Is it justified to develop nuclear energy for commercial use?	contra	Hasty Generalization	Hasty Generalization	7	Temelin exploded. It is never ok to use it.
1213	ce7114abfd0f4de1	c9245e9b4cb98c28	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	It helps to sacrifice animals.
1214	b1b39176b3a56188	cc1eee636691c425	Did Titanic really deserve 11 oscars at once?	contra	Red Herring	Red Herring	7	Leonardo di Caprio has been actor in so many bad movies, for example Inception. I watched inception and was totally confused; first by the story and second because of his bad acting.
1215	8e08cb5f60e4584d	eeed64535b5f7057	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	Of course we need it!
1216	1dabf7767e24d407	615715c8829db802	Is Apple the new Microsoft?	contra	Red Herring	No Fallacy	7	No, because Apple is designing trend products in California, such as the brand new iPhone with special features unseen before.
1217	c6d68a5ee1f30d84	d5e1b82e883043b8	The greek exit from the EU is a necessary step.	contra	Irrelevant Authority	-	1	Greek needs to live up to its obligations and repay its debts.
1218	c1b792b3b17d826b	4991124a65f43eb5	Should countries disallow people coming from Ebola infected countries to enter?	contra	No Fallacy	-	0	Of course they should be allowed to enter the country.
1219	142e670d60eddc41	36f2a9a2b24362b9	Should jobs be subcontracted into developing countries?	pro	Irrelevant Authority	-	0	Yes, because rich people said so.
1220	e5c76a2780060de9	687bc594b0004f41	Should Christians accept same sex marriage?	pro	Red Herring	-	1	Religion concept itself will disappear in future.
1221	7e7fa8b617fe60c5	b1c61b3ffc30b590	Should marijuana be legalized for individual use due to health condition?	pro	Appeal to Emotion	No Fallacy	3	MARIJAUNA CAN BE USED BECAUSE IT CAN HELP PEOPLE TO FEEL BETTER WHEN THEY ARE ILL.
